rainfall,river_level,temperature,humidity,soil_moisture,flood
112.36203565420875,4.362767366200286,34.599966219799406,71.05156546977392,18.451041854198742,0
285.21429192297484,3.9962088660826294,23.69023991197423,56.743396282735446,9.266799882292611,0
219.59818254342153,2.5853852125257406,26.93279388739772,97.15988198911526,10.686165123749719,0
179.59754525911097,6.465400030913392,33.26561273715637,37.518276078739056,13.130200768141481,1
46.80559213273096,5.28961744457766,29.6417868904896,67.02851327991524,14.164400046422676,0
46.798356100860794,8.791308930916033,34.77142077269788,76.01680119921781,15.901781414474483,0
17.42508365045984,1.2889862243385242,39.224158024457196,86.04515914763053,16.495701303357247,0
259.85284373248055,6.794811347996137,22.33093375430395,52.55768243424057,25.507235546939118,1
180.33450352296265,7.86653990660405,34.19135432796122,74.95375261259852,27.930793587171856,1
212.42177333881364,7.835379122694763,24.60688311264229,44.25611771074262,18.899564365686018,1
6.175348288740734,8.974665703859726,28.289534548151387,54.838087388945624,45.82833889643277,0
290.9729556485983,7.561303685465447,20.657254515902796,91.65017049627194,29.891287550252954,1
249.7327922401265,9.350290554829266,22.71814764585398,95.99260874647635,40.4364617615033,1
63.701733203482846,3.9939093983880234,26.395545780977994,77.50538775418119,46.59070245893795,0
54.54749016213019,5.528884750763888,26.8397161057597,49.948151262094804,12.341080155911234,0
55.02135295603014,1.126716969546016,37.99170432924191,85.60462319797313,24.254351767203552,0
91.27267288786132,1.062618285729621,34.8362581853303,22.069366538033613,24.494468077157396,0
157.42692948967135,3.161139584063679,39.44365936374082,28.219672843153685,20.951251269725937,0
129.58350559263474,1.9072647742517672,31.98143020670481,72.90989891002889,5.400763994823797,0
87.36874205941257,3.3419023114217827,24.83427464182636,43.29988602160459,41.718744850014275,0
183.55586841671385,2.5933896507555767,26.553100598432856,96.11089747203822,10.020169469925627,0
41.84815819561255,1.2566802235478343,26.396718465839342,54.88484896738438,49.79662690647915,0
87.64339456056544,9.183737317654444,26.52988655326503,54.34918563113416,39.783132136003175,0
109.90855298810752,1.0740081825000236,33.459283462236314,74.2463608152745,31.100450792293152,0
136.82099526511078,7.624739299033768,30.616158561808327,81.40548498449517,11.957288798371884,0
235.55278841790408,2.369330982275649,27.708483561732887,58.04469905001092,28.192683712696116,0
59.90213464750792,9.2100665979964,22.981795374574332,37.120072136937935,16.7498933386014,0
154.27033152408347,9.035163456308972,20.44278325884292,81.86469141804973,16.354513604438125,1
177.72437065861274,6.885110317323316,24.376693551753853,45.628101989890204,42.32881622221184,1
13.935123815999317,7.050107348205446,22.149428079373624,34.00886154350861,22.12899907817456,0
182.26345557043152,1.048052277727197,35.70890061704479,70.53121519400106,25.282571152586183,0
51.15723710618746,9.863844095022419,22.249959156277708,27.236293359228032,42.93341320010532,0
19.515477895583857,8.90049343218233,34.484564746136726,97.70821400688439,8.950578157347914,0
284.66566117599996,9.055956031570828,27.713173795521655,70.59178115297095,31.75780338909723,1
289.6896099223678,6.933200833457848,21.46756779487552,98.87164167374047,31.019705661786702,1
242.51920443493833,4.103082357890829,36.254600988631715,47.11147387829088,24.134655617000384,0
91.3841307520112,9.042837841814327,31.592611404732267,97.69641289523183,42.339858864084185,0
29.30163420191516,3.623652353360731,24.71523025727146,31.644979818289887,47.43005276010617,0
205.26990795364708,6.064403890079825,37.893623486653354,23.255581787762274,25.940113786112484,1
132.0457481218804,1.8975787510949416,20.90516627741103,22.638724836368205,25.526617294927988,0
36.61147045343365,9.297600671194752,24.036392163955256,57.18962964793817,27.592867835183515,0
148.55307303338105,2.26693411994092,35.04093855611722,26.64033579828758,37.54058138748777,0
10.316556334565519,3.024071251573665,34.18755860619778,60.97343073340814,35.0627130814533,0
272.79612062363464,6.023207423153935,25.785433874489563,46.20004028071204,15.027572714309919,1
77.63399448000507,7.876837001916834,21.24049750705566,46.85031939792925,7.875290686970449,0
198.75668530619458,6.57416175342669,37.16156144449887,70.84871972361358,47.71643584175552,1
93.51332282682328,3.0892052152014053,26.27395276139805,33.047840492129616,16.748139188016694,0
156.02040635334325,1.008487382747413,23.914268298565304,81.32426962717848,33.73685081107663,0
164.01308380298389,7.814355222766952,30.32123644721954,66.56247358229078,42.27971012346751,1
