sea_temp,wind_speed,pressure,humidity,cyclone
25.89823909959514,31.073868375591314,1015.1072121144894,95.0102504549955,0
30.42306039360943,113.71147975880221,992.4161748602303,73.32803941428489,0
29.31068702329606,147.81899848608452,973.3390849660657,76.50853364080717,1
29.532101120072923,142.31569516641406,1011.7766158486041,87.02614517805745,0
26.72008804929791,153.98339332778673,993.3162027471982,57.727883343534295,0
29.260400141610074,176.7132942075457,977.236877181496,54.33135377123161,1
30.24259857041633,179.33103904823565,999.9146275119984,63.083613600139046,0
27.173238337155517,85.67485625557654,1010.0957010247316,94.23984715395065,0
31.628886610797586,100.33520896619336,951.6036829091736,92.72361956610355,1
27.634611941309863,99.70929780566689,970.7953035143455,55.960164401653856,0
27.51236703136936,122.72846106057273,965.5716155166617,98.64089608072203,1
27.69614702256127,59.31050010199756,972.4557054843318,62.45717296679001,0
31.321387442168824,143.6131755079283,1008.5723775955585,90.43860253738583,0
27.149765941211054,40.269047639733074,979.3298937374987,87.42517380860326,0
29.295456509269833,172.19180112857856,973.7454376829174,92.32986246145342,1
26.84742974544171,39.95836278875213,990.4624756090275,94.55665196535801,0
30.430787685912158,138.82642957006001,967.8965097169339,60.19525126015775,1
31.919231782651664,83.54675740091542,995.9031649286933,79.60173936286414,0
31.816643640283402,121.41585471653876,952.378367075088,54.066471350253494,1
25.829536945297633,70.2896241969328,974.4858499676587,54.33082468011959,0
30.679112728628898,39.150636195702745,983.8884855864756,84.42550345484537,0
29.53289810044142,170.08907238920335,986.9670376908093,79.88932244480924,1
30.295040245276784,101.61419752549111,954.4374561431343,83.87042188566227,1
27.67247238702065,68.08345001990533,1008.1166154695505,50.11151830540129,0
27.433365907814174,119.91934096133096,977.0673212991214,54.524251786109865,1
28.03748486435619,61.2658639924483,981.3889173444652,54.77358107242307,0
31.978816186965716,26.472238408972544,1016.8136757393175,60.59201729579772,0
26.13820293541415,146.98494546907716,999.7696361980603,74.7485405178467,0
31.433581477735867,179.33842917247765,999.2386413519133,79.23307417292584,0
28.767412367933144,173.03100005049976,989.1281879695752,76.7170376672544,1
29.614335185543325,160.75989891834826,1016.798630566718,68.4392168265349,0
25.61705319004483,139.58766164301161,1019.1845588613459,76.42942624177263,0
30.79695264261718,45.91161802861759,974.640204543698,70.9860887343576,0
25.62641859296966,44.92575526974637,991.349051043575,84.69456912555347,0
29.788971225504177,43.948328071644426,951.2159574034769,93.65340242824345,0
29.456438017445972,93.53799295453969,1004.0563546206588,77.52459531208633,0
31.923205265306027,96.16055404918627,1011.2813880731111,81.72794397026891,0
31.134974672412213,112.41449268598991,989.3022542459346,89.35645889536849,1
27.68864936151697,56.27518540626453,961.9582350983976,88.95807466016103,0
31.340037357900734,26.35425015494599,978.8366732174574,91.22173842769196,0
25.548783501689478,36.12197594076386,994.4180769537201,64.01360771117972,0
26.914865451068778,31.104122204323925,1010.9829423638228,61.331887653178164,0
31.513627524341814,146.84992795864787,994.1077823278027,89.55993654693503,0
28.716378294648944,41.55117541660927,1000.8669720157285,87.17520268977292,0
27.12553194635762,140.07312896366273,985.5295500069449,58.518805937397445,1
26.305572485578995,37.136252221160206,986.7704574436107,57.97710880697583,0
27.860064043249057,99.33367859344469,964.6224480990384,55.04095296482534,0
31.492500805709334,66.05753091888546,981.3718813355123,63.89245233735946,0
31.521738293897815,124.2287646128151,982.3819172672169,85.43704155036312,1
